im_path,im_size,im_net_mask,joints
00795.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 71, 20], [1, 73, 42], [2, 98, 73]], [[0, 36, 64], [1, 29, 98], [2, 36, 123]], [[0, 119, 99], [1, 92, 110], [2, 60, 101]], [[0, 644, 100], [1, 608, 103], [2, 578, 107]], [[0, 536, 206], [1, 514, 222], [2, 487, 246]], [[0, 201, 386], [1, 223, 370], [2, 258, 337]]]]"
00796.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 36], [1, 29, 55], [2, 29, 91]], [[0, 70, 19], [1, 74, 39], [2, 98, 65]], [[0, 167, 89], [1, 141, 103], [2, 111, 125]], [[0, 654, 104], [1, 627, 105], [2, 586, 108]], [[0, 600, 158], [1, 577, 169], [2, 539, 195]], [[0, 197, 388], [1, 218, 371], [2, 248, 340]]]]"
00797.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 21], [1, 32, 40], [2, 30, 81]], [[0, 56, 20], [1, 69, 37], [2, 99, 60]], [[0, 185, 40], [1, 187, 68], [2, 166, 104]], [[0, 657, 102], [1, 634, 103], [2, 597, 107]], [[0, 669, 156], [1, 645, 158], [2, 613, 150]], [[0, 194, 390], [1, 213, 374], [2, 250, 344]]]]"
00798.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 38, 19], [1, 27, 45], [2, 26, 75]], [[0, 55, 24], [1, 74, 37], [2, 100, 50]], [[0, 181, 26], [1, 200, 38], [2, 204, 79]], [[0, 670, 108], [1, 637, 103], [2, 607, 107]], [[0, 702, 168], [1, 684, 157], [2, 641, 146]], [[0, 191, 388], [1, 213, 370], [2, 247, 343]]]]"
00799.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 23], [1, 33, 46], [2, 28, 81]], [[0, 53, 19], [1, 73, 33], [2, 100, 47]], [[0, 183, 15], [1, 200, 27], [2, 224, 49]], [[0, 680, 114], [1, 653, 105], [2, 617, 100]], [[0, 703, 189], [1, 686, 171], [2, 661, 147]], [[0, 191, 384], [1, 211, 368], [2, 252, 340]]]]"
00800.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 18], [1, 30, 46], [2, 30, 81]], [[0, 49, 22], [1, 73, 31], [2, 108, 40]], [[0, 162, 16], [1, 184, 33], [2, 227, 33]], [[0, 687, 117], [1, 666, 106], [2, 626, 95]], [[0, 696, 229], [1, 690, 204], [2, 684, 168]], [[0, 188, 385], [1, 209, 369], [2, 243, 347]]]]"
00801.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 20], [1, 31, 35], [2, 32, 83]], [[0, 46, 19], [1, 67, 23], [2, 102, 36]], [[0, 125, 11], [1, 147, 17], [2, 195, 34]], [[0, 698, 120], [1, 678, 103], [2, 634, 91]], [[0, 695, 291], [1, 703, 266], [2, 693, 220]], [[0, 180, 386], [1, 194, 374], [2, 239, 344]]]]"
00802.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 27, 21], [1, 28, 40], [2, 32, 83]], [[0, 43, 20], [1, 65, 24], [2, 105, 38]], [[0, 88, 19], [1, 107, 18], [2, 156, 24]], [[0, 696, 121], [1, 674, 106], [2, 638, 87]], [[0, 692, 357], [1, 693, 331], [2, 701, 287]], [[0, 177, 386], [1, 195, 373], [2, 234, 348]]]]"
00803.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 27, 23], [1, 32, 42], [2, 31, 85]], [[0, 43, 21], [1, 63, 26], [2, 103, 42]], [[0, 83, 11], [1, 104, 20], [2, 143, 16]], [[0, 698, 119], [1, 684, 109], [2, 638, 88]], [[0, 173, 384], [1, 193, 375], [2, 240, 343]], [[0, 665, 427], [1, 678, 411], [2, 698, 368]]]]"
00804.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 23], [1, 37, 47], [2, 34, 80]], [[0, 44, 27], [1, 67, 33], [2, 99, 49]], [[0, 71, 13], [1, 97, 24], [2, 136, 14]], [[0, 703, 124], [1, 685, 108], [2, 647, 92]], [[0, 172, 382], [1, 189, 372], [2, 235, 350]], [[0, 658, 453], [1, 675, 430], [2, 689, 394]]]]"
00805.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 28, 24], [1, 32, 50], [2, 34, 92]], [[0, 45, 37], [1, 79, 41], [2, 114, 56]], [[0, 45, 24], [1, 69, 21], [2, 113, 21]], [[0, 704, 120], [1, 681, 104], [2, 641, 86]], [[0, 172, 379], [1, 196, 368], [2, 236, 349]], [[0, 634, 457], [1, 645, 440], [2, 685, 415]]]]"
00806.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 22], [1, 31, 51], [2, 30, 82]], [[0, 48, 39], [1, 74, 45], [2, 113, 59]], [[0, 48, 21], [1, 72, 21], [2, 111, 28]], [[0, 703, 121], [1, 685, 107], [2, 646, 87]], [[0, 168, 379], [1, 191, 370], [2, 240, 343]], [[0, 593, 450], [1, 622, 446], [2, 663, 432]]]]"
00807.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 22], [1, 34, 41], [2, 34, 89]], [[0, 52, 45], [1, 75, 50], [2, 115, 62]], [[0, 47, 15], [1, 69, 26], [2, 102, 14]], [[0, 699, 121], [1, 684, 106], [2, 644, 88]], [[0, 163, 374], [1, 184, 367], [2, 228, 349]], [[0, 534, 456], [1, 563, 462], [2, 603, 444]]]]"
00808.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 22], [1, 31, 46], [2, 36, 86]], [[0, 47, 16], [1, 64, 23], [2, 101, 22]], [[0, 50, 47], [1, 74, 54], [2, 113, 66]], [[0, 696, 125], [1, 680, 108], [2, 640, 88]], [[0, 164, 376], [1, 184, 366], [2, 225, 351]], [[0, 472, 456], [1, 501, 452], [2, 539, 463]]]]"
00809.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 26, 29], [1, 33, 55], [2, 42, 87]], [[0, 54, 38], [1, 75, 54], [2, 109, 71]], [[0, 39, 23], [1, 63, 25], [2, 104, 33]], [[0, 697, 122], [1, 672, 104], [2, 639, 86]], [[0, 162, 377], [1, 182, 366], [2, 230, 348]], [[0, 405, 436], [1, 433, 456], [2, 479, 458]]]]"
00810.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 34, 21], [1, 29, 48], [2, 40, 81]], [[0, 50, 40], [1, 74, 56], [2, 107, 66]], [[0, 49, 22], [1, 66, 31], [2, 105, 35]], [[0, 695, 125], [1, 678, 108], [2, 641, 89]], [[0, 158, 376], [1, 183, 365], [2, 225, 351]], [[0, 330, 410], [1, 347, 426], [2, 402, 450]]]]"
00811.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 34, 20], [1, 30, 46], [2, 36, 85]], [[0, 56, 42], [1, 71, 57], [2, 112, 67]], [[0, 47, 16], [1, 65, 25], [2, 96, 33]], [[0, 696, 123], [1, 673, 105], [2, 635, 87]], [[0, 152, 378], [1, 180, 368], [2, 216, 353]], [[0, 254, 381], [1, 283, 385], [2, 325, 406]]]]"
00812.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 21], [1, 28, 43], [2, 42, 79]], [[0, 54, 36], [1, 75, 50], [2, 109, 64]], [[0, 44, 18], [1, 61, 20], [2, 96, 36]], [[0, 698, 121], [1, 680, 105], [2, 637, 86]], [[0, 148, 377], [1, 170, 370], [2, 211, 351]], [[0, 198, 403], [1, 218, 387], [2, 257, 386]]]]"
00813.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 21], [1, 27, 45], [2, 40, 83]], [[0, 54, 38], [1, 72, 58], [2, 106, 69]], [[0, 47, 17], [1, 69, 19], [2, 102, 38]], [[0, 691, 120], [1, 675, 107], [2, 642, 92]], [[0, 149, 378], [1, 170, 369], [2, 211, 349]], [[0, 177, 449], [1, 165, 419], [2, 191, 387]]]]"
00814.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 27], [1, 28, 49], [2, 40, 79]], [[0, 49, 44], [1, 69, 59], [2, 102, 69]], [[0, 47, 18], [1, 59, 29], [2, 100, 41]], [[0, 696, 122], [1, 678, 107], [2, 636, 90]], [[0, 141, 372], [1, 168, 357], [2, 204, 338]], [[0, 169, 456], [1, 155, 429], [2, 149, 396]]]]"
00815.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 39, 13], [1, 65, 25], [2, 99, 46]], [[0, 35, 25], [1, 28, 50], [2, 39, 84]], [[0, 55, 40], [1, 70, 60], [2, 101, 79]], [[0, 697, 122], [1, 674, 107], [2, 639, 96]], [[0, 131, 359], [1, 151, 354], [2, 194, 341]], [[0, 180, 460], [1, 150, 443], [2, 132, 408]]]]"
00816.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 20], [1, 30, 45], [2, 41, 81]], [[0, 45, 55], [1, 65, 73], [2, 104, 82]], [[0, 48, 19], [1, 75, 29], [2, 101, 45]], [[0, 696, 124], [1, 676, 109], [2, 638, 94]], [[0, 119, 347], [1, 142, 342], [2, 189, 334]], [[0, 203, 447], [1, 173, 460], [2, 143, 431]]]]"
00817.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 47, 17], [1, 60, 31], [2, 104, 51]], [[0, 34, 27], [1, 30, 53], [2, 41, 86]], [[0, 60, 46], [1, 78, 74], [2, 105, 93]], [[0, 697, 124], [1, 680, 109], [2, 634, 94]], [[0, 109, 342], [1, 138, 340], [2, 186, 331]], [[0, 234, 432], [1, 214, 453], [2, 171, 457]]]]"
00818.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 47, 19], [1, 68, 35], [2, 93, 58]], [[0, 62, 56], [1, 76, 77], [2, 97, 97]], [[0, 30, 21], [1, 31, 42], [2, 41, 85]], [[0, 696, 123], [1, 678, 113], [2, 636, 98]], [[0, 108, 338], [1, 138, 335], [2, 181, 330]], [[0, 268, 401], [1, 254, 420], [2, 228, 456]]]]"
00819.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 42, 19], [1, 58, 29], [2, 95, 56]], [[0, 27, 20], [1, 31, 44], [2, 39, 80]], [[0, 56, 53], [1, 67, 69], [2, 98, 99]], [[0, 697, 127], [1, 678, 116], [2, 634, 100]], [[0, 99, 335], [1, 125, 332], [2, 175, 328]], [[0, 269, 365], [1, 276, 390], [2, 257, 433]]]]"
00820.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 25], [1, 32, 50], [2, 46, 84]], [[0, 51, 50], [1, 63, 70], [2, 89, 101]], [[0, 45, 22], [1, 61, 36], [2, 89, 52]], [[0, 699, 126], [1, 681, 118], [2, 642, 104]], [[0, 95, 329], [1, 118, 331], [2, 161, 326]], [[0, 242, 326], [1, 266, 337], [2, 283, 375]]]]"
00821.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 42, 19], [1, 64, 36], [2, 91, 63]], [[0, 27, 20], [1, 34, 43], [2, 41, 87]], [[0, 57, 52], [1, 71, 83], [2, 91, 114]], [[0, 189, 303], [1, 213, 303], [2, 263, 302]], [[0, 88, 327], [1, 116, 328], [2, 158, 322]], [[0, 700, 127], [1, 683, 117], [2, 640, 105]]]]"
00822.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 28, 23], [1, 32, 47], [2, 37, 87]], [[0, 52, 54], [1, 67, 78], [2, 87, 110]], [[0, 50, 21], [1, 66, 34], [2, 95, 61]], [[0, 705, 126], [1, 684, 117], [2, 641, 108]], [[0, 79, 318], [1, 106, 323], [2, 151, 330]], [[0, 149, 318], [1, 163, 303], [2, 202, 285]]]]"
00823.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 28, 23], [1, 35, 46], [2, 39, 81]], [[0, 48, 43], [1, 60, 69], [2, 75, 101]], [[0, 42, 22], [1, 60, 35], [2, 91, 55]], [[0, 695, 125], [1, 673, 115], [2, 634, 108]], [[0, 75, 302], [1, 93, 317], [2, 126, 343]], [[0, 139, 338], [1, 138, 319], [2, 159, 294]]]]"
00824.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 24], [1, 35, 49], [2, 36, 79]], [[0, 48, 57], [1, 61, 81], [2, 76, 113]], [[0, 41, 19], [1, 62, 27], [2, 89, 52]], [[0, 694, 123], [1, 671, 115], [2, 628, 109]], [[0, 54, 280], [1, 68, 303], [2, 94, 330]], [[0, 135, 394], [1, 124, 369], [2, 123, 329]]]]"
00825.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 28, 21], [1, 37, 46], [2, 40, 79]], [[0, 60, 46], [1, 66, 72], [2, 68, 103]], [[0, 41, 18], [1, 62, 25], [2, 94, 44]], [[0, 690, 122], [1, 667, 115], [2, 630, 111]], [[0, 49, 261], [1, 55, 285], [2, 78, 317]], [[0, 121, 452], [1, 128, 426], [2, 107, 384]]]]"
00826.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 23], [1, 37, 45], [2, 40, 80]], [[0, 48, 22], [1, 69, 19], [2, 99, 44]], [[0, 54, 59], [1, 65, 79], [2, 77, 114]], [[0, 45, 245], [1, 50, 271], [2, 66, 306]], [[0, 686, 124], [1, 666, 118], [2, 627, 113]], [[0, 115, 457], [1, 127, 431], [2, 124, 398]]]]"
00827.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 20], [1, 38, 43], [2, 39, 83]], [[0, 51, 54], [1, 58, 74], [2, 74, 113]], [[0, 45, 26], [1, 63, 25], [2, 101, 26]], [[0, 681, 123], [1, 659, 122], [2, 619, 116]], [[0, 37, 227], [1, 42, 249], [2, 56, 291]], [[0, 79, 456], [1, 98, 439], [2, 129, 420]]]]"
00828.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 23], [1, 34, 52], [2, 33, 90]], [[0, 50, 50], [1, 59, 76], [2, 71, 111]], [[0, 47, 28], [1, 64, 24], [2, 110, 15]], [[0, 683, 122], [1, 664, 119], [2, 621, 120]], [[0, 34, 215], [1, 36, 232], [2, 51, 274]], [[0, 43, 456], [1, 66, 457], [2, 96, 439]]]]"
00829.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 20], [1, 34, 44], [2, 36, 79]], [[0, 57, 39], [1, 70, 22], [2, 104, 17]], [[0, 47, 52], [1, 56, 78], [2, 73, 105]], [[0, 681, 120], [1, 664, 118], [2, 623, 122]], [[0, 29, 198], [1, 32, 224], [2, 43, 269]], [[0, 40, 446], [1, 65, 453], [2, 94, 431]]]]"
00830.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 22], [1, 29, 46], [2, 26, 90]], [[0, 45, 60], [1, 56, 86], [2, 70, 115]], [[0, 51, 46], [1, 62, 31], [2, 106, 20]], [[0, 25, 186], [1, 27, 213], [2, 37, 253]], [[0, 679, 120], [1, 661, 123], [2, 616, 127]], [[0, 43, 446], [1, 72, 453], [2, 105, 450]]]]"
00831.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 26], [1, 33, 44], [2, 29, 89]], [[0, 41, 52], [1, 56, 36], [2, 84, 13]], [[0, 61, 60], [1, 58, 83], [2, 65, 130]], [[0, 28, 183], [1, 28, 206], [2, 35, 248]], [[0, 682, 124], [1, 662, 124], [2, 619, 131]], [[0, 37, 431], [1, 57, 447], [2, 92, 458]]]]"
00832.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 35, 23], [1, 27, 41], [2, 32, 83]], [[0, 44, 75], [1, 45, 56], [2, 76, 26]], [[0, 74, 57], [1, 66, 74], [2, 61, 122]], [[0, 32, 182], [1, 32, 201], [2, 34, 250]], [[0, 683, 121], [1, 661, 126], [2, 624, 132]], [[0, 36, 407], [1, 45, 430], [2, 84, 448]]]]"
00833.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 43, 20], [1, 27, 41], [2, 26, 81]], [[0, 50, 106], [1, 40, 90], [2, 53, 50]], [[0, 82, 37], [1, 67, 57], [2, 61, 95]], [[0, 32, 174], [1, 32, 200], [2, 36, 244]], [[0, 685, 125], [1, 661, 126], [2, 627, 132]], [[0, 44, 375], [1, 44, 403], [2, 66, 435]]]]"
00834.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 40, 26], [1, 27, 51], [2, 29, 91]], [[0, 94, 24], [1, 80, 42], [2, 65, 86]], [[0, 75, 154], [1, 58, 141], [2, 33, 111]], [[0, 26, 173], [1, 28, 194], [2, 38, 243]], [[0, 40, 318], [1, 40, 344], [2, 43, 389]], [[0, 687, 127], [1, 665, 127], [2, 632, 135]]]]"
00835.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 50, 18], [1, 35, 34], [2, 33, 76]], [[0, 109, 18], [1, 91, 32], [2, 71, 72]], [[0, 684, 119], [1, 658, 142], [2, 631, 143]], [[0, 120, 167], [1, 97, 172], [2, 57, 161]], [[0, 22, 174], [1, 24, 197], [2, 39, 233]], [[0, 43, 263], [1, 35, 278], [2, 33, 333]]]]"
00836.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 122, 15], [1, 96, 31], [2, 76, 60]], [[0, 54, 16], [1, 42, 32], [2, 35, 74]], [[0, 25, 176], [1, 36, 199], [2, 63, 229]], [[0, 47, 227], [1, 30, 247], [2, 25, 291]], [[0, 154, 137], [1, 140, 160], [2, 106, 174]]]]"
00837.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 139, 18], [1, 120, 26], [2, 91, 40]], [[0, 67, 20], [1, 49, 34], [2, 35, 75]], [[0, 155, 96], [1, 166, 115], [2, 159, 158]], [[0, 27, 163], [1, 38, 183], [2, 67, 216]], [[0, 51, 213], [1, 42, 233], [2, 27, 278]], [[0, 503, 140], [1, 523, 145], [2, 579, 152]]]]"
00838.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 77, 22], [1, 58, 35], [2, 39, 81]], [[0, 162, 17], [1, 134, 22], [2, 100, 43]], [[0, 125, 65], [1, 148, 73], [2, 189, 102]], [[0, 28, 157], [1, 38, 173], [2, 76, 202]], [[0, 59, 203], [1, 53, 225], [2, 32, 268]], [[0, 434, 144], [1, 453, 148], [2, 508, 144]]]]"
00839.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 186, 17], [1, 168, 19], [2, 119, 31]], [[0, 85, 24], [1, 63, 34], [2, 42, 70]], [[0, 73, 63], [1, 94, 60], [2, 146, 48]], [[0, 379, 148], [1, 402, 148], [2, 453, 141]], [[0, 31, 157], [1, 50, 168], [2, 84, 179]], [[0, 87, 189], [1, 70, 200], [2, 40, 250]]]]"
00840.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 224, 9], [1, 200, 12], [2, 153, 20]], [[0, 106, 20], [1, 84, 32], [2, 45, 57]], [[0, 34, 95], [1, 53, 71], [2, 94, 56]], [[0, 38, 165], [1, 58, 163], [2, 104, 155]], [[0, 136, 157], [1, 118, 178], [2, 81, 200]], [[0, 321, 149], [1, 346, 149], [2, 397, 144]]]]"
00841.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 246, 17], [1, 222, 18], [2, 185, 13]], [[0, 127, 9], [1, 112, 21], [2, 69, 37]], [[0, 34, 130], [1, 44, 111], [2, 68, 66]], [[0, 44, 168], [1, 66, 160], [2, 106, 143]], [[0, 210, 130], [1, 184, 141], [2, 145, 149]], [[0, 287, 146], [1, 307, 150], [2, 354, 149]]]]"
00842.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 148, 21], [1, 130, 25], [2, 90, 23]], [[0, 279, 28], [1, 260, 24], [2, 225, 11]], [[0, 25, 166], [1, 44, 149], [2, 49, 109]], [[0, 52, 172], [1, 70, 154], [2, 107, 131]], [[0, 295, 114], [1, 269, 108], [2, 223, 130]], [[0, 245, 148], [1, 270, 151], [2, 318, 148]]]]"
00843.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 201, 23], [1, 181, 19], [2, 132, 25]], [[0, 333, 48], [1, 318, 36], [2, 274, 24]], [[0, 61, 167], [1, 78, 146], [2, 105, 113]], [[0, 32, 237], [1, 40, 218], [2, 41, 170]], [[0, 195, 145], [1, 217, 144], [2, 271, 146]], [[0, 407, 111], [1, 377, 109], [2, 333, 108]]]]"
00844.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 165, 153], [1, 203, 153], [2, 240, 149]], [[0, 65, 158], [1, 87, 131], [2, 105, 100]], [[0, 28, 280], [1, 42, 250], [2, 38, 218]], [[0, 369, 71], [1, 347, 47], [2, 306, 30]], [[0, 250, 27], [1, 219, 14], [2, 173, 22]], [[0, 498, 118], [1, 461, 105], [2, 428, 109]]]]"
00845.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 575, 135], [1, 545, 129], [2, 513, 111]], [[0, 405, 96], [1, 389, 71], [2, 346, 48]], [[0, 296, 40], [1, 261, 23], [2, 223, 30]], [[0, 69, 156], [1, 81, 132], [2, 107, 92]], [[0, 145, 160], [1, 174, 161], [2, 209, 158]], [[0, 30, 337], [1, 37, 304], [2, 44, 270]]]]"
00846.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 75, 157], [1, 84, 136], [2, 103, 97]], [[0, 118, 168], [1, 146, 172], [2, 189, 168]], [[0, 43, 400], [1, 38, 373], [2, 38, 332]], [[0, 345, 56], [1, 314, 37], [2, 271, 37]], [[0, 434, 131], [1, 423, 100], [2, 391, 76]], [[0, 645, 182], [1, 625, 157], [2, 593, 144]]]]"
00847.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 76, 161], [1, 87, 131], [2, 99, 100]], [[0, 100, 173], [1, 126, 173], [2, 168, 171]], [[0, 394, 75], [1, 360, 50], [2, 320, 50]], [[0, 454, 167], [1, 445, 128], [2, 417, 99]], [[0, 705, 232], [1, 685, 206], [2, 653, 189]], [[0, 38, 456], [1, 47, 431], [2, 36, 394]]]]"
00848.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 83, 171], [1, 107, 175], [2, 154, 173]], [[0, 76, 163], [1, 88, 134], [2, 103, 96]], [[0, 445, 92], [1, 422, 68], [2, 374, 63]], [[0, 464, 211], [1, 464, 176], [2, 444, 141]], [[0, 697, 262], [1, 682, 233], [2, 678, 193]], [[0, 40, 454], [1, 44, 427], [2, 35, 392]]]]"
00849.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 685, 320], [1, 692, 290], [2, 689, 256]], [[0, 476, 257], [1, 476, 227], [2, 463, 192]], [[0, 484, 107], [1, 460, 84], [2, 423, 69]], [[0, 74, 155], [1, 90, 131], [2, 107, 97]], [[0, 84, 177], [1, 110, 177], [2, 151, 174]], [[0, 39, 457], [1, 40, 429], [2, 42, 396]]]]"
00850.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 66, 150], [1, 83, 124], [2, 108, 96]], [[0, 79, 179], [1, 106, 181], [2, 145, 178]], [[0, 528, 135], [1, 504, 111], [2, 468, 88]], [[0, 480, 307], [1, 480, 276], [2, 474, 240]], [[0, 699, 396], [1, 694, 361], [2, 687, 326]], [[0, 40, 454], [1, 40, 424], [2, 44, 393]]]]"
00851.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 61, 146], [1, 77, 123], [2, 107, 95]], [[0, 77, 180], [1, 100, 181], [2, 141, 178]], [[0, 562, 161], [1, 545, 140], [2, 511, 113]], [[0, 483, 353], [1, 487, 318], [2, 480, 285]], [[0, 687, 442], [1, 692, 406], [2, 688, 373]], [[0, 36, 455], [1, 43, 426], [2, 39, 390]]]]"
00852.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 62, 145], [1, 83, 121], [2, 108, 94]], [[0, 73, 178], [1, 96, 179], [2, 140, 178]], [[0, 599, 200], [1, 582, 177], [2, 544, 141]], [[0, 38, 455], [1, 39, 430], [2, 43, 392]], [[0, 486, 398], [1, 491, 365], [2, 486, 330]], [[0, 695, 450], [1, 682, 428], [2, 678, 399]]]]"
00853.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 60, 139], [1, 77, 121], [2, 105, 94]], [[0, 77, 179], [1, 105, 179], [2, 141, 177]], [[0, 43, 454], [1, 32, 431], [2, 40, 390]], [[0, 624, 240], [1, 606, 219], [2, 589, 185]], [[0, 475, 446], [1, 486, 420], [2, 494, 389]], [[0, 689, 443], [1, 666, 431], [2, 668, 394]]]]"
00854.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 59, 144], [1, 76, 125], [2, 108, 90]], [[0, 70, 177], [1, 98, 181], [2, 142, 181]], [[0, 38, 456], [1, 41, 426], [2, 34, 390]], [[0, 649, 283], [1, 632, 259], [2, 610, 221]], [[0, 473, 462], [1, 482, 428], [2, 493, 397]], [[0, 693, 449], [1, 659, 442], [2, 640, 422]]]]"
00855.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 58, 140], [1, 78, 120], [2, 107, 90]], [[0, 67, 174], [1, 94, 179], [2, 133, 180]], [[0, 43, 453], [1, 38, 430], [2, 31, 396]], [[0, 464, 459], [1, 473, 433], [2, 492, 407]], [[0, 669, 319], [1, 653, 297], [2, 638, 266]], [[0, 693, 446], [1, 667, 447], [2, 638, 441]]]]"
00856.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 59, 140], [1, 79, 119], [2, 108, 92]], [[0, 70, 170], [1, 89, 175], [2, 130, 180]], [[0, 43, 456], [1, 33, 426], [2, 35, 395]], [[0, 451, 459], [1, 467, 435], [2, 490, 407]], [[0, 689, 437], [1, 662, 458], [2, 631, 447]], [[0, 692, 354], [1, 673, 334], [2, 660, 305]]]]"
00857.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 58, 138], [1, 84, 117], [2, 106, 88]], [[0, 70, 164], [1, 95, 175], [2, 132, 184]], [[0, 41, 454], [1, 41, 426], [2, 29, 391]], [[0, 431, 462], [1, 455, 444], [2, 485, 420]], [[0, 688, 421], [1, 672, 451], [2, 642, 456]], [[0, 697, 374], [1, 686, 353], [2, 674, 320]]]]"
00858.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 59, 139], [1, 78, 116], [2, 112, 87]], [[0, 73, 164], [1, 98, 174], [2, 135, 182]], [[0, 59, 453], [1, 47, 433], [2, 34, 399]], [[0, 408, 463], [1, 432, 449], [2, 471, 430]], [[0, 698, 412], [1, 681, 436], [2, 656, 459]], [[0, 687, 402], [1, 679, 373], [2, 680, 339]]]]"
